id,title,artist_title,classification_titles
99758,This Ichnolite of Mine,Ivan Albright,painting;modern and contemporary art
93813,And Man Created God in His Own Image,Ivan Albright,oil on canvas;painting;modern and contemporary art
93808,Divided and Divided,Ivan Albright,painting;modern and contemporary art
93800,Wherefore Now Ariseth the Illusion of a Third Dimension,Ivan Albright,painting;modern and contemporary art
62271,Nude,Ivan Albright,oil paintings (visual works);painting;modern and contemporary art
42596,The Litany of Mary Magdalen,Aubrey Vincent Beardsley,graphite;drawings (visual works);prints and drawing
121056,"Winter Zero Swartzel's ""Bottle Farm,"" Farmersville, Ohio",Edward Weston,gelatin silver (developing-out-paper) pr;photographic process;photography;photograph
10278,The Pearl Necklace,Timothy Cole,wood engraving;print;prints and drawing
94007,"Study for ""The Vermonter""",Ivan Albright,painting;modern and contemporary art
93814,Captain Joseph Medill Patterson,Ivan Albright,painting;modern and contemporary art
93812,"Poor Room—There Is No Time, No End, No Today, No Yesterday, No Tomorrow, Only the Forever, and Forever, and Forever without End",Ivan Albright,painting;modern and contemporary art
93803,Pray for These Little Ones (Perforce They Live Together),Ivan Albright,painting;modern and contemporary art
93802,A Face from Georgia,Ivan Albright,painting;modern and contemporary art
93801,Showcase Doll,Ivan Albright,painting;modern and contemporary art
93799,The Temptation of St. Anthony,Ivan Albright,painting;modern and contemporary art
104261,Self-Portrait (No. 3),Ivan Albright,painting;modern and contemporary art
104260,Self-Portrait (No. 2),Ivan Albright,painting;modern and contemporary art
104259,Self-Portrait (No. 1),Ivan Albright,painting;modern and contemporary art
104266,Self-Portrait (No. 8),Ivan Albright,painting;modern and contemporary art
104265,Self-Portrait (No. 7),Ivan Albright,painting;modern and contemporary art
104264,Self-Portrait (No. 6),Ivan Albright,painting;modern and contemporary art
104263,Self-Portrait (No. 5),Ivan Albright,painting;modern and contemporary art
104262,Self-Portrait (No. 4),Ivan Albright,painting;modern and contemporary art
104271,Self-Portrait (No. 13),Ivan Albright,painting;modern and contemporary art
104270,Self-Portrait (No. 12),Ivan Albright,painting;modern and contemporary art
104269,Self-Portrait (No. 11),Ivan Albright,painting;modern and contemporary art
104268,Self-Portrait (No. 10),Ivan Albright,painting;modern and contemporary art
104267,Self-Portrait (No. 9),Ivan Albright,pastel;drawings (visual works);modern and contemporary art;painting
104275,Self-Portrait (No. 17),Ivan Albright,painting;modern and contemporary art
104274,Self-Portrait (No. 16),Ivan Albright,painting;modern and contemporary art
104273,Self-Portrait (No. 15),Ivan Albright,painting;modern and contemporary art
104272,Self-Portrait (No. 14),Ivan Albright,painting;modern and contemporary art
248418,Bird Figure (Lumbr),Lobi,sculpture;arts of Africa
104278,Self-Portrait (No. 20),Ivan Albright,painting;modern and contemporary art
104277,Self-Portrait (No. 19),Ivan Albright,painting;modern and contemporary art
104276,Self-Portrait (No. 18),Ivan Albright,painting;modern and contemporary art
97328,Tombeau de la chrétienne. Vue du côté nord. (Tomb of the Christian Woman. View of the North Side.),John Beasley Greene,albumen silver print;photographic process;photography;photograph
245494,"When Elephants Fight, It Is The Frogs That Suffer—A Sonic Graffiti",Ben Patterson,time-based works;funerary
202885,"Medinet Habu, Mortuary Temple of Ramses III, Left Wall (Médinet-Habou, Temple funéraire de Ramsès III, paroi gauche",John Beasley Greene,photograph;photography
202884,"Untitled [Roman sculptures, Cherchell Museum]",John Beasley Greene,photograph;photography
230609,Pat Hearn,Andy Warhol,acrylic paintings (visual works);painting
229361,Four Mona Lisas,Andy Warhol,acrylic paintings (visual works);painting
229359,Self-Portrait,Andy Warhol,acrylic paintings (visual works);painting
229358,Self-Portrait,Andy Warhol,acrylic paintings (visual works);painting
213139,Flight Patterns,Aaron Koblin,time-based works;film;funerary
197545,Being Not Truthful Always Works Against Me (edition 1/10),Stefan Sagmeister,time-based works;film;funerary
150044,Marilyn Monroe (Marilyn),Andy Warhol,screenprint;print;prints and drawing
243516,Hartwell Memorial Window,Tiffany Studios (Firm),stained glass/leaded glass;american decorative arts;decorative arts;architectural fragment
25752,Flowers,Anne Allen,print;prints and drawing
246810,"Plate, from New Suite of Notebooks of Ideal Flowers for Use by Draftsmen and Painters",Anne Allen,etching;print;prints and drawing
246809,"Plate, from New Suite of Notebooks of Ideal Flowers for Use by Draftsmen and Painters",Anne Allen,etching;print;prints and drawing
246808,"Plate, from New Suite of Notebooks of Ideal Flowers for Use by Draftsmen and Painters",Anne Allen,etching;print;prints and drawing
246807,"Title Page, from New Suite of Notebooks of Ideal Flowers for Use by Draftsmen and Painters",Anne Allen,etching;print;prints and drawing
246806,"Plate, from New Suite of Notebooks of Ideal Flowers for Use by Draftsmen and Painters",Anne Allen,etching;print;prints and drawing
236779,Aureus (Coin) Portraying Emperor Maximianus Herculius,Ancient Roman,coin;ancient art
52198,Belly-Amphora (Storage Jar),Painter of Tarquinia RC 3984,amphora;earthenware;ceramics;vessel;ancient art
126436,Mosaic Fragment with Man Leading a Giraffe,Byzantine,architectural fragment;mosaic;ancient art
45360,"A17: Pennsylvania Kitchen, 1752",Narcissa Niblack Thorne,miniature;thorne rooms
43697,"E-5: English Cottage Kitchen of the Queen Anne Period, 1702-14",Narcissa Niblack Thorne,miniature;thorne rooms
40619,Zapata,José Clemente Orozco,oil on canvas;painting;modern and contemporary art
35355,Mosaic Fragment with Grazing Camel,Byzantine,architectural fragment;mosaic;ancient art
181,Amphora (Storage Jar),Ixion Painter,vessel;ceramics;ancient art
170,Calyx Krater (Mixing Bowl),Perugia Painter,vessel;earthenware;ceramics;ancient art
48437,Working a little bunch in the hills,Laton Alton Huffman,gelatin silver printing-out-paper print;photographic process;photography;photograph
5567,"Female Headdress (Nimba, D'mba, or Yamban)",Baga,headdress;arts of Africa;ceremonial object;african art;ceremonial mask
177,Stamnos (Mixing Jar),Chicago Painter,vessel;earthenware;ceramics;ancient art;container
185760,Forest and Sun,Max Ernst,painting;Surrealism Highlights;oil on canvas
75375,Manicured Relief,Jean (Hans) Arp,sculpture;Surrealism Highlights
72728,Untitled,Yves Tanguy,oil on panel;painting;Surrealism Highlights
34181,La durée poignardée (Time Transfixed),René Magritte,oil on canvas;Surrealism Highlights;painting
26082,Têtes-paysage,Francis Picabia,oil on canvas;painting;Surrealism Highlights
189807,Object,Claude Cahun,wood;Surrealism Highlights;sculpture
185184,Venus de Milo with Drawers,Salvador Dalí,sculpture;Surrealism Highlights
151424,Inventions of the Monsters,Salvador Dalí,painting;Surrealism Highlights
117188,The Earth Is a Man,Matta,painting;Surrealism Highlights
62323,Magnetic Mountain,Kurt Seligmann,painting;Surrealism Highlights
64312,Funerary Mask,Ancient Egyptian,mummy goods;mummy masks;ancient art
43743,"E-18: French Salon of the Louis XIV Period, 1660-1700",Narcissa Niblack Thorne,miniature;thorne rooms
108857,Saint Catherine of Alexandria,German,large scale;sculpture;german;sculpture/wood;wood
43784,"E-29: English Roman Catholic Church in the Gothic Style, 1275-1300",Narcissa Niblack Thorne,miniature;thorne rooms
27150,Upper Part of a Tabernacle for the Holy Sacrament,Isaia da Pisa,relief;sculpture;Italian
20194,E-31: Japanese Traditional Interior,Narcissa Niblack Thorne,miniature;thorne rooms
14634,Vétheuil,Claude Monet,painting;paint;oil on canvas;french;european painting;modern and contemporary art
45418,"A37: California Hallway, c. 1940",Narcissa Niblack Thorne,miniature;thorne rooms
202382,Avenue of Pollard Birches and Poplars,Vincent van Gogh,drawings (visual works);paper;pen and ink drawings;prints and drawing
52733,Weeping Tree,Vincent van Gogh,pen and ink drawings;drawings (visual works);prints and drawing
45398,"A30: Georgia Double Parlor, c. 1850",Narcissa Niblack Thorne,miniature;thorne rooms
45348,"A12: Cape Cod Living Room, 1750-1850",Narcissa Niblack Thorne,miniature;thorne rooms
45316,"A1: Massachusetts Living Room and Kitchen, 1675-1700",Narcissa Niblack Thorne,miniature;thorne rooms
43764,"E-24: French Salon of the Louis XVI Period, c. 1780",Narcissa Niblack Thorne,miniature;thorne rooms
43721,"E-12: English Drawing Room of the Georgian Period, c. 1800",Narcissa Niblack Thorne,miniature;thorne rooms
31640,Tetards (Pollards),Vincent van Gogh,pen and ink drawings;drawings (visual works);prints and drawing
20193,"E-30: Chinese Interior, Traditional",Narcissa Niblack Thorne,miniature;thorne rooms
59774,Weeping Woman,Vincent van Gogh,chalk;drawings (visual works);prints and drawing
253772,Neo-Huaco #3 from the series ¿Y qué hacemos con nuestra historia? (So What Do We Do with Our History?),Ana De Orbegoso,sculpture;art of the americas
215737,"Diary: March 31st, '78",Noda Tetsuya,woodblock;print
215736,"Diary: March 5th, '79 (b)",Noda Tetsuya,woodblock;print
214681,Diary: April 2nd '07,Noda Tetsuya,woodblock;print
122230,Twilight,Hale Woodruff,painting;modern and contemporary art
99778,Nouveaux Contes de Fées (New Fairy Tales),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
99774,Untitled (Homage to Blériot),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
79390,Soap Bubble Set,Joseph Cornell,sculpture;american decorative arts;decorative arts;modern and contemporary art
14586,The Poet's Garden,Vincent van Gogh,oil on canvas;dutch;oil paintings (visual works);paint;painting;european painting
154121,Calf's Head and Ox Tongue,Gustave Caillebotte,oil on canvas;oil paintings (visual works);paint;french;painting;european painting
146701,Mountain Brook,Albert Bierstadt,painting;american arts
121726,Plaque Depicting a Queen or Goddess,Ancient Egyptian,plaque (flat object);stone;sculpture;ancient art
109938,"Valley of Aosta: Snowstorm, Avalanche, and Thunderstorm",Joseph Mallord William Turner,painting;paint;oil paintings (visual works);oil on canvas;british;european painting
16496,No te aha oe riri (Why Are You Angry?),Paul Gauguin,painting;oil on canvas;oil paintings (visual works);paint;french;european painting
8360,Te burao (The Hibiscus Tree),Paul Gauguin,oil on canvas;french;oil paintings (visual works);paint;painting;european painting
4758,Stoke-by-Nayland,John Constable,oil on canvas;british;oil paintings (visual works);paint;painting;european painting
27943,Mahana no atua (Day of the God),Paul Gauguin,oil on canvas;france;french;oil paintings (visual works);paint;painting;european painting
19339,Arlésiennes (Mistral),Paul Gauguin,painting;france;french;oil on canvas;oil paintings (visual works);paint;european painting
16648,Woman in Front of a Still Life by Cezanne,Paul Gauguin,painting;french;oil on canvas;oil paintings (visual works);paint;european painting
111062,Te raau rahi (The Big Tree),Paul Gauguin,oil on canvas;oil paintings (visual works);paint;france;french;painting;european painting
60812,Merahi metua no Tehamana (Tehamana Has Many Parents or The Ancestors of Tehamana),Paul Gauguin,oil on canvas;french;oil paintings (visual works);paint;portrait;painting;european painting
34461,Polynesian Woman with Children,Paul Gauguin,oil on canvas;painting;european painting;france;french;oil paintings (visual works);paint;portrait;modern and contemporary art
212301,Vase in the Form of a Tropical Plant with Bird and Deity,Paul Gauguin,vase;sculpture;french
153797,Still Life: Wood Tankard and Metal Pitcher,Paul Gauguin,oil on canvas;france;french;oil paintings (visual works);paint;still life;painting;european painting
44892,Fish (Still Life),Édouard Manet,oil on canvas;paint;oil paintings (visual works);french;still life;painting;european painting
29392,Boy with Pitcher (La Régalade),Édouard Manet,oil on canvas;painting;french;paint;european painting
25812,Bullfight,Édouard Manet,oil on canvas;french;paint;painting;european painting
14594,Portrait of a Woman with a Black Fichu,Édouard Manet,painting;portrait;paint;oil paintings (visual works);oil on canvas;french;european painting
8969,Beggar with Oysters (Philosopher),Édouard Manet,oil on canvas;painting;paint;european painting
81533,The Races at Longchamp,Édouard Manet,oil on canvas;french;paint;painting;european painting
95183,Beggar with a Duffle Coat (Philosopher),Édouard Manet,painting;french;oil on canvas;paint;european painting
81535,"Sea View, Calm Weather (Vue de mer, temps calme)",Édouard Manet,painting;oil on canvas;french;paint;european painting
14630,"Venice, Palazzo Dario",Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;european painting;modern and contemporary art
14620,Cliff Walk at Pourville,Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
14598,The Beach at Sainte-Adresse,Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
4887,Irises,Claude Monet,oil on canvas;paint;oil paintings (visual works);french;european painting;painting;modern and contemporary art
4783,Poppy Field (Giverny),Claude Monet,oil on canvas;paint;oil paintings (visual works);french;painting;european painting
16544,"Charing Cross Bridge, London",Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;modern and contemporary art
16542,The Customs House at Varengeville,Claude Monet,painting;french;oil paintings (visual works);oil on canvas;paint;european painting
16564,Branch of the Seine near Giverny (Mist),Claude Monet,painting;oil on canvas;oil paintings (visual works);paint;french;european painting
16560,"Stack of Wheat (Snow Effect, Overcast Day)",Claude Monet,oil on canvas;paint;oil paintings (visual works);french;painting;european painting
16554,The Artist's House at Argenteuil,Claude Monet,oil on canvas;paint;oil paintings (visual works);french;painting;european painting
16549,Apples and Grapes,Claude Monet,painting;still life;french;oil paintings (visual works);oil on canvas;paint;european painting
20701,"Waterloo Bridge, Sunlight Effect",Claude Monet,painting;french;european painting;paint;oil on canvas;oil paintings (visual works);modern and contemporary art
20535,Étretat: The Beach and the Falaise d'Amont,Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
16584,"Houses of Parliament, London",Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;european painting;modern and contemporary art
16579,Vétheuil,Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;modern and contemporary art
16571,"Arrival of the Normandy Train, Gare Saint-Lazare",Claude Monet,painting;paint;oil on canvas;oil paintings (visual works);french;european painting
86998,"Sandvika, Norway",Claude Monet,oil on canvas;french;paint;oil paintings (visual works);painting;european painting
81546,The Petite Creuse River,Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
81545,"Stacks of Wheat (Sunset, Snow Effect)",Claude Monet,oil on canvas;french;oil paintings (visual works);paint;painting;european painting
81540,"The Departure of the Boats, Étretat",Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
81539,"On the Bank of the Seine, Bennecourt",Claude Monet,painting;french;oil paintings (visual works);oil on canvas;paint;european painting
81537,Bordighera,Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
59927,Boats on the Beach at Étretat,Claude Monet,painting;french;paint;oil on canvas;oil paintings (visual works);european painting
100191,"Stack of Wheat (Thaw, Sunset)",Claude Monet,oil on canvas;paint;oil paintings (visual works);french;painting;european painting
97933,Water Lily Pond,Claude Monet,painting;paint;oil paintings (visual works);oil on canvas;french;european painting;modern and contemporary art
111318,Stack of Wheat,Claude Monet,oil on canvas;french;paint;oil paintings (visual works);painting;european painting
20530,"Rabbit Warren at Pontoise, Snow",Camille Pissarro,oil on canvas;paint;oil paintings (visual works);french;painting;european painting
11312,Woman Mending,Camille Pissarro,oil on canvas;paint;oil paintings (visual works);french;painting;european painting
110541,The Crystal Palace,Camille Pissarro,oil on canvas;french;paint;oil paintings (visual works);painting;european painting
87000,Haymaking at Éragny,Camille Pissarro,oil on canvas;paint;oil paintings (visual works);french;painting;european painting
81552,Woman and Child at the Well,Camille Pissarro,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
81551,"The Place du Havre, Paris",Camille Pissarro,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
81548,Young Peasant Having Her Coffee,Camille Pissarro,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
45838,Snow at Louveciennes,Camille Pissarro,oil on panel;paint;oil paintings (visual works);french;painting;european painting
153799,Woman Bathing Her Feet in a Brook,Camille Pissarro,oil on canvas;paint;oil paintings (visual works);french;painting;european painting
25832,Jean Renoir Sewing,Pierre-Auguste Renoir,oil on canvas;portrait;paint;oil paintings (visual works);french;painting;european painting
16629,Fruits of the Midi,Pierre-Auguste Renoir,painting;still life;paint;oil paintings (visual works);oil on canvas;french;european painting
16617,Chrysanthemums,Pierre-Auguste Renoir,painting;still life;paint;oil paintings (visual works);oil on canvas;french;european painting
16600,Lucie Berard (Child in White),Pierre-Auguste Renoir,painting;portrait;oil paintings (visual works);oil on canvas;french;paint;european painting
14650,Alfred Sisley,Pierre-Auguste Renoir,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
14647,Young Woman Sewing,Pierre-Auguste Renoir,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
95654,Near the Lake,Pierre-Auguste Renoir,painting;paint;oil on canvas;oil paintings (visual works);french;european painting
81557,Seascape,Pierre-Auguste Renoir,painting;paint;oil paintings (visual works);oil on canvas;french;european painting
59944,The Laundress,Pierre-Auguste Renoir,painting;portrait;paint;oil paintings (visual works);oil on canvas;french;european painting
148330,"Portrait Figure of Metang, the 10th King of Batufam",Bamileke,sculpture;wood;arts of Africa;african art;portrait
110798,Seated Bather,Pierre-Auguste Renoir,oil on canvas;french;european painting;oil paintings (visual works);paint;painting;modern and contemporary art
100058,Tea and Coffee Service,Samuel Kirk & Son,tea service;silver;american decorative arts;american arts;decorative arts
72810,Pair of Shell-Shaped Dishes,Gorham Manufacturing Company,dish (vessel);silver;american decorative arts;american arts;decorative arts
60067,Tea and Coffee Service with Tray,Andrew Ellicot Warner Jr.,tea service;silver;american decorative arts;american arts;decorative arts
203277,Pueblo Vase,George Paulding Farnham,vase;vessel;decorative arts
186064,Necklace,Jessie M. Preston,necklace;decorative arts
99025,Bowl,Tiffany and Company,bowl;silver;american decorative arts;american arts;decorative arts
90625,Necklace and Pair of Earrings,Kalo Shop (Firm),necklace;ear ornament;jewelry;american decorative arts;american arts;decorative arts
72828,Pendant and Chain,Mildred Watkins,pendant (jewelry);jewelry;american decorative arts;american arts;decorative arts
223081,Candelabrum,Jessie M. Preston,candleholder;candleholder - candelabra;decorative arts
90933,Pair of Candelabra,Peer Smed,candleholder;candleholder - candelabra;silver;american decorative arts;american arts;decorative arts
76452,Cocktail Shaker,Peer Smed,vessel;silver;american decorative arts;american arts;decorative arts
61570,Teapot,Obadiah Rich,teapot;silver;american decorative arts;american arts;decorative arts
107349,Pin,Ed Wiener,jewelry;american decorative arts;american arts;decorative arts
93822,Pair of Salts,"Charters, Cann & Dunn",saltcellar;silver;american decorative arts;american arts;decorative arts
89350,Berry Dish,Tiffany and Company,vessel for serving food;dish (vessel);silver;american decorative arts;american arts;decorative arts
69693,Centerpiece,Tiffany and Company,compote;silver;tableware;american decorative arts;american arts;decorative arts
57575,Coffee Service,Gorham Manufacturing Company,coffee service;silver;american decorative arts;american arts;decorative arts
53119,Love Cup,Tiffany and Company,drinking vessel;silver;american decorative arts;american arts;decorative arts
213882,Berry Bowl,George W. Shiebler,bowl;vessel;decorative arts
65246,Compote,Peer Smed,compote;silver;american decorative arts;american arts;decorative arts
64544,Tea and Coffee Service,Harvey Lewis,tea service;silver;american decorative arts;american arts;decorative arts
156589,Chalice (one of a group),Renard Koehnemann,drinking vessel;silver;american decorative arts;american arts;decorative arts
154136,Three-Piece Tea Set with Tray,Gene Theobald,tea service;silver;american decorative arts;american arts;decorative arts
152746,Pitcher,Oscar Riedener,pitcher (vessel);vessel;silver;american decorative arts;american arts;decorative arts
120164,Teapot,William Frederick,teapot;silver;american decorative arts;american arts;decorative arts
107666,Covered Compote,Erik Magnussen,silver;compote;american decorative arts;american arts;decorative arts
104351,Beverage Server and Cover,Arthur Jon Pulos,vessel for serving drinks;silver;american decorative arts;american arts;decorative arts
71914,Teapot,John Prip,teapot;silver;american decorative arts;american arts;decorative arts
217702,Pair of Candelabra,Kalo Shop (Firm),candleholder;candleholder - candelabra;decorative arts
180487,Cream Pitcher and Sugar Bowl,Peter Müller-Munk,sugar bowl;silver;creamer;decorative arts
120392,Pair of Salts,Joseph Richardson Jr.,saltcellar;silver;american decorative arts;american arts;decorative arts
83917,Caudle Cup,Cornelius Vanderburgh,drinking vessel;silver;american decorative arts;american arts;decorative arts
76814,Caudle Cup,Jeremiah Dummer,drinking vessel;silver;american decorative arts;american arts;decorative arts
72376,Pepper Box,Moody Russell,container;silver;box;american decorative arts;american arts;decorative arts
64689,Pair of Pine Tree Shillings,John Hull,coin;silver;american decorative arts;american arts;decorative arts
62549,Salver,Edward Winslow,vessel for serving food;silver;american decorative arts;american arts;decorative arts
55119,Tankard,Cornelius Kierstede,drinking vessel;silver;american decorative arts;american arts;decorative arts
2278,Porringer,Moody Russell,dish (vessel);silver;vessel for serving food;american decorative arts;american arts;decorative arts
94610,Porringer,John Dixwell,dish (vessel);vessel for serving food;silver;american decorative arts;american arts;decorative arts
222996,Wine Cup,John Hull,drinking vessel;decorative arts
120482,Spoon,"Jacob Boelen, I",spoon;utensil;silver;american decorative arts;american arts;decorative arts
120233,Teapot,Jacob Hurd,teapot;silver;american decorative arts;american arts;decorative arts
120114,Pepper Box,William Cowell,container;box;silver;american decorative arts;american arts;decorative arts
109933,Teapot,Jacob Marius Groen,teapot;silver;american decorative arts;american arts;decorative arts
106538,Two-Handled Covered Cup,Cornelius Kierstede,drinking vessel;silver;american decorative arts;american arts;decorative arts
104676,Tankard,Jeremiah Dummer,drinking vessel;silver;american decorative arts;american arts;decorative arts
104088,Patch Box,John Dixwell,container;box;silver;american decorative arts;american arts;decorative arts
96750,Waiter,Charles Le Roux,vessel for serving food;silver;american decorative arts;american arts;decorative arts
111397,Salver,Myer Myers,vessel for serving food;silver;american decorative arts;american arts;decorative arts
78611,Chafing Dish,John Burt,dish (vessel);silver;american decorative arts;american arts;decorative arts
73707,Communion Dish,Benjamin Burt,dish (vessel);silver;american decorative arts;american arts;decorative arts
72803,Baptismal Basin,Samuel Edwards,liturgical;silver;vessel;american decorative arts;american arts;decorative arts
65791,Cann,John Bayly,drinking vessel;silver;american decorative arts;american arts;decorative arts
52262,Cream Pot,Bancroft Woodcock,creamer;silver;american decorative arts;american arts;decorative arts
52260,Covered Sugar Bowl,Bancroft Woodcock,sugar bowl;silver;american decorative arts;american arts;decorative arts
48898,Whistle and Bells with Coral,Thomas Edwards,whistle;silver;american decorative arts;american arts;decorative arts
71881,Caster,Andrew Tyler,condiment vessel;silver;american decorative arts;american arts;decorative arts
121399,Sauce Boat,Jacob Hurd,vessel for serving food;sauceboat;silver;american decorative arts;american arts;decorative arts
102121,Coffeepot,"Joseph Richardson, Sr.",coffeepot;silver;american decorative arts;american arts;decorative arts
89981,Punch Strainer,William Simpkins,utensil for serving food;utensil;silver;american decorative arts;american arts;decorative arts
80051,Cann,William Cowell Jr.,drinking vessel;silver;american decorative arts;american arts;decorative arts
76169,Cream Pot,Myer Myers,creamer;silver;american decorative arts;american arts;decorative arts
74775,Salver,William Grigg,vessel for serving food;silver;american decorative arts;american arts;decorative arts
73692,Pair of Salts,Thomas Shields,saltcellar;silver;american decorative arts;american arts;decorative arts
73100,Teapot,Daniel Van Voorhis,teapot;silver;american decorative arts;american arts;decorative arts
93243,Sugar Urn and Cream Pot,Daniel Van Voorhis,sugar bowl;creamer;silver;american decorative arts;american arts;decorative arts
73105,Tea Caddy,"Ward, Bartholomew & Trott",teaware;silver;container;american decorative arts;american arts;decorative arts
256943,Pair of Candelabra,Tiffany and Company,candleholder;american arts;american decorative arts;candleholder - candelabra;decorative arts;silver
218166,Pair of Sauceboats,Thomas Fletcher,dish (vessel);vessel for serving food;sauceboat;decorative arts
144349,Pair of Wine Coolers,Tiffany and Company,container;silver;american decorative arts;american arts;decorative arts
132364,Punch Bowl,Tiffany and Company,punch bowl;silver;american decorative arts;american arts;decorative arts
108759,Salver,Joseph Richardson Jr.,vessel for serving food;silver;american decorative arts;american arts;decorative arts
74065,Tea and Coffee Service,Jean-Simon Chaudron,tea service;silver;american decorative arts;american arts;decorative arts
32965,Fish Server,Jean-Simon Chaudron,utensil for serving food;silver;utensil;american decorative arts;american arts;decorative arts
105450,Teakettle and Stand,Edward C. Moore,kettle (vessel);teaware;silver;american decorative arts;american arts;decorative arts
102123,Tureen,William Gale & Son,vessel for serving food;silver;american decorative arts;american arts;decorative arts
87902,Pitcher,Cann & Dunn,pitcher (vessel);vessel;silver;american decorative arts;american arts;decorative arts
107303,Centerpiece,Dominick and Haff,household accessory;glass;accessory table equipment;vessel;american decorative arts;american arts;decorative arts
99023,Inkstand,Elizabeth E. Copeland,writing equipment;silver;american decorative arts;american arts;decorative arts
97100,Two-Handled Dish,"Shreve, Crump & Low Department Store, Arts and Crafts Shop",dish (vessel);silver;american decorative arts;american arts;decorative arts
97099,Sauce Set,Mary Catherine Knight,vessel for serving food;sauceboat;silver;american decorative arts;american arts;decorative arts
89390,Loving Cup,Arthur J. Stone,drinking vessel;silver;american decorative arts;american arts;decorative arts
71968,Pitcher,Shreve & Co.,pitcher (vessel);silver;vessel;american decorative arts;american arts;decorative arts
69330,Loving Cup,Lebolt and Company,drinking vessel;silver;american decorative arts;american arts;decorative arts
47335,"Punch Bowl, Ladle, and Tray",Robert Riddle Jarvie,punch bowl;silver;american decorative arts;american arts;decorative arts
44929,Pitcher,Robert Riddle Jarvie,pitcher (vessel);silver;vessel;american decorative arts;american arts;decorative arts
44881,Water Pitcher,Peter Berg,pitcher (vessel);silver;vessel;american decorative arts;american arts;decorative arts
223337,Pair of Covered Dishes,Peter Berg,dish (vessel);decorative arts
202823,Circa '70 Coffee Service,Donald Colflesh,coffee service;sugar bowl;coffeepot;creamer;decorative arts
104354,Bonbonnière,Margret Craver,container;box;silver;american decorative arts;american arts;decorative arts
89128,Pair of Candlesticks,Robert Riddle Jarvie,candleholder - candlestick;candleholder;silver;american decorative arts;american arts;decorative arts
234687,Tureen,Gorham Manufacturing Company,vessel for serving food;decorative arts
223080,Coffee Service,Albert Feinauer,coffee service;decorative arts
102295,Pitcher,Edward C. Moore,pitcher (vessel);vessel;metalwork;american decorative arts;american arts;decorative arts
100045,Compote,Charles Osborne,compote;silver;american decorative arts;american arts;decorative arts
58065,Teapot,Whiting Manufacturing Company,teapot;silver;american decorative arts;american arts;decorative arts
52277,Coffee Pot,Charles Osborne,coffeepot;silver;american decorative arts;american arts;decorative arts
233466,Tea Service,Gorham and Thurber,tea service;coffee service;decorative arts
78621,Hot Water Pot,Gorham and Thurber,hot water urn;silver;american decorative arts;american arts;decorative arts
243064,Table,A. & H. Lejambre,furniture
241409,Gasolier,"Thackara, Buck & Co.",furniture;american decorative arts;decorative arts
121377,Boats at Rest,Arthur Wesley Dow,painting;american arts
105105,Cabinet,Herter Brothers,case furniture;furniture;american decorative arts;american arts
76195,Pair of Candelabra,Peter Berg,candleholder;silver;candleholder - candelabra;american decorative arts;american arts;decorative arts
65709,The Artist in His Studio,James McNeill Whistler,painting;american arts
59908,In the Café,Fernand Lungren,painting;american arts
229877,Fire Screen,Max Kuehne,fire screen (furniture);american decorative arts;decorative arts
223736,La Madrileñita,Robert Henri,oil on canvas;painting
208330,Untitled (Rites of Spring),Charles Prendergast,painting;picture frame
72191,"The Solemn Pledge, Taos Indians",Walter Ufer,painting;american arts
32627,Head of Pavlova,Malvina Hoffman,sculpture;modern and contemporary art
15401,At Mouquin's,William James Glackens,oil on canvas;painting;modern and contemporary art
11393,Henry Ossawa Tanner,Hermann Dudley Murphy,painting;american arts
11371,Spring Rains,Victor Higgins,painting;modern and contemporary art
8958,Arrangement in Flesh Color and Brown: Portrait of Arthur Jerome Eddy,James McNeill Whistler,painting;american arts
72198,Dancer and Gazelles,Paul Manship,bronze;metal;sculpture;modern and contemporary art
245461,Creamer,Reuben Haley,creamer;american decorative arts;decorative arts;pottery;ceramics
245459,Sugar bowl,Reuben Haley,bowl;american decorative arts;decorative arts;pottery;ceramics
241615,Vase,"Steuben Division, Corning Glass Works",vase;american decorative arts;glass;decorative arts
154497,"""Ruba Rombic"" Vase",Reuben Haley,vase;vessel;glass;american decorative arts;american arts;decorative arts
154490,Clock,Paul Theodore Frankl,clock;furniture accessory;american decorative arts;american arts;decorative arts
91212,Off to War,Martha Ryther Kantor,textile;weaving - printed
7755,"Mount Equinox, Winter",Rockwell Kent,painting;modern and contemporary art
