title,creation_date,url,images,creators
"Segregated drinking fountains in the county courthouse in Albany, Georgia",1962,https://clevelandart.org/art/2015.232,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
"Joy Reagon and Jessie Harris, Peggy Dammond and Sam Block, Dorie Ladner",1963,https://clevelandart.org/art/2015.233,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
Entrance to the City Café,1963,https://clevelandart.org/art/2015.234,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
"Atlanta, police car window",1963,https://clevelandart.org/art/2015.235,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
"The first sit-in arrests I see and photograph are those of Eddie Brown, a former Albany gang leader, and a visitor from the North. Both have volunteered to be arrested for the photographs. The picture of Eddie Brown, calmly being carried off by the Albany police, is widely distributed as the image of the classic non-violent arrest, Georgia",1962,https://clevelandart.org/art/2015.236,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
"The morning after the bombing of the Sixteenth Street Baptist Church, heavily armed members of the Alabama Highway Patrol make a show of force near the [bombed Sixteenth Street Baptist] church. The bomb exploded next to the wall and up through the floor of a Sunday school class.  Four girls were buried in the bathroom and died",1963,https://clevelandart.org/art/2015.237,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
Crowds wait along the funeral route,1963,https://clevelandart.org/art/2015.238,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
A Toddle House in Atlanta has the distinction of being occupied during a sit-in by some of the most effective organizers in America when the SNCC staff and supporters take a break from a conference to demonstrate,1963,https://clevelandart.org/art/2015.239,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
"Along Road, Italy",1909,https://clevelandart.org/art/2015.409,{},"[{'id': 970, 'description': 'Karl F. Struss (American, 1886–1981)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Karl F. Struss American, 1886-1981\r\n\r\nBorn and raised in New York City, Karl Fischer Struss was an important early pictorialist and a cofounder of the Pictorial Photographers of America. He was also a member of the Photo-Secession, publishing his works in Camera Work (April 1912), and a photographer for publications such as Vogue, Vanity Fair, and Harper's Bazaar.\r\n\tA student of Clarence H. White, Struss was influenced by both White and Alvin Langdon Coburn. He developed his own style, however, an elegant synthesis of random qualities with formal composition. Struss experimented with various technical processes. He developed multiple platinum printing to enhance the depth of shadows and in 1909 designed the Struss Pictorial lens, which entered commercial production in 1915.\r\n\tShortly after the First World War, Struss moved to Hollywood, where he became a successful cinematographer. He worked first for Cecil B. De Mille and later freelanced for both independent and major studios until his retirement in 1970. Among his film credits are Ben Hur (1926), Dr. Jekyll and Mr. Hyde (1932), and the Chaplin classics The Great Dictator (1940) and Limelight (1952). In 1928 Struss received an Academy Award for his work on De Mille's film Sunrise. T.W.F."", 'name_in_original_language': None, 'birth_year': '1886', 'death_year': '1981'}]"
Lucerne,1909,https://clevelandart.org/art/2016.422,{},"[{'id': 970, 'description': 'Karl F. Struss (American, 1886–1981)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Karl F. Struss American, 1886-1981\r\n\r\nBorn and raised in New York City, Karl Fischer Struss was an important early pictorialist and a cofounder of the Pictorial Photographers of America. He was also a member of the Photo-Secession, publishing his works in Camera Work (April 1912), and a photographer for publications such as Vogue, Vanity Fair, and Harper's Bazaar.\r\n\tA student of Clarence H. White, Struss was influenced by both White and Alvin Langdon Coburn. He developed his own style, however, an elegant synthesis of random qualities with formal composition. Struss experimented with various technical processes. He developed multiple platinum printing to enhance the depth of shadows and in 1909 designed the Struss Pictorial lens, which entered commercial production in 1915.\r\n\tShortly after the First World War, Struss moved to Hollywood, where he became a successful cinematographer. He worked first for Cecil B. De Mille and later freelanced for both independent and major studios until his retirement in 1970. Among his film credits are Ben Hur (1926), Dr. Jekyll and Mr. Hyde (1932), and the Chaplin classics The Great Dictator (1940) and Limelight (1952). In 1928 Struss received an Academy Award for his work on De Mille's film Sunrise. T.W.F."", 'name_in_original_language': None, 'birth_year': '1886', 'death_year': '1981'}]"
In the Foxholes,1941–1945 (printed 2003),https://clevelandart.org/art/2016.423,{},"[{'id': 46704, 'description': 'Dmitri Baltermants (Russian, 1912–1990)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1912', 'death_year': '1990'}]"
Anti-Aircraft Gunner,1941–1945,https://clevelandart.org/art/2015.410,{},"[{'id': 46704, 'description': 'Dmitri Baltermants (Russian, 1912–1990)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1912', 'death_year': '1990'}]"
First Decorated Heroes of Liberated Odessa,1944,https://clevelandart.org/art/2015.411,{},"[{'id': 46704, 'description': 'Dmitri Baltermants (Russian, 1912–1990)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1912', 'death_year': '1990'}]"
"Sharpshooter in the Schoolhouse, Germany",1945 (printed 2003),https://clevelandart.org/art/2016.424,{},"[{'id': 46704, 'description': 'Dmitri Baltermants (Russian, 1912–1990)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1912', 'death_year': '1990'}]"
Fun Break at the Front on the March Toward Berlin,1945 (printed 2003),https://clevelandart.org/art/2016.425,{},"[{'id': 46704, 'description': 'Dmitri Baltermants (Russian, 1912–1990)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1912', 'death_year': '1990'}]"
"Richard Nixon greets supporters at campaign parade, Oregon",1960,https://clevelandart.org/art/2015.412,{},"[{'id': 64188, 'description': 'Cornell Capa (American, 1918–2008)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1918', 'death_year': '2008'}]"
A young boy who says he has been left alone comes to the precinct station house for help.  A concerned neighbor looks on,1976,https://clevelandart.org/art/2016.426,{},"[{'id': 64197, 'description': 'Leonard Freed (American, 1929–2006)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': 'Born in Brooklyn to Jewish, working-class parents of Eastern European descent, Leonard Freed (1929–2006) went to Europe to become a painter but instead discovered photography. After studying the medium in New York City, he worked as a documentary photographer and photojournalist in Europe. In 1972 he joined Magnum, the celebrated collaborative photo agency. Freed’s photographs in this exhibition are from<em> Black in White America, </em>a series inspired by an experience he had while covering the construction of the Berlin Wall in 1961. As he photographed an African American soldier guarding the border, it struck Freed that this man was risking his life to defend a country that limited his own rights. Freed returned to New York to undertake a multiyear exploration of African American life. Freed began shooting around New York, and then traveled extensively throughout the South. He spent time in communities getting to know his subjects, and kept a journal recording his impressions and their stories and words. During these years, he also covered Martin Luther King Jr. and numerous civil rights events, but when Freed published <em>Black in White America</em> in 1968, the book focused instead on the fabric of daily life. As a photojournalist, Freed was an observer rather than a participant, but not an impartial one. He believed that “photography is about who you are. It’s the seeking of truth in relation to yourself.”', 'name_in_original_language': None, 'birth_year': '1929', 'death_year': '2006'}]"
"Robert Kennedy, after the assassination of Martin Luther King",1968,https://clevelandart.org/art/2015.413,{},"[{'id': 64203, 'description': 'Burt Glinn (American, 1925–2008)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1925', 'death_year': '2008'}]"
Robert Kennedy playing football with his family,1968,https://clevelandart.org/art/2015.414,{},"[{'id': 64203, 'description': 'Burt Glinn (American, 1925–2008)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1925', 'death_year': '2008'}]"
Eugene McCarthy with presidential campaign supporters,1968,https://clevelandart.org/art/2015.415,{},"[{'id': 61846, 'description': 'Charles Harbutt (American, 1935–2015)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1935', 'death_year': '2015'}]"
Eugene McCarthy campaign supporters looking through window,1968,https://clevelandart.org/art/2015.416,{},"[{'id': 61846, 'description': 'Charles Harbutt (American, 1935–2015)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1935', 'death_year': '2015'}]"
Eisenhower and others at a NATO session,1957,https://clevelandart.org/art/2015.417,{},"[{'id': 64215, 'description': 'Erich Lessing (Austrian, 1923–2018)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1923', 'death_year': '2018'}]"
Entering Prison,1968–69,https://clevelandart.org/art/2015.240,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
Contents of Arriving Prisoner's Wallet,1968–69,https://clevelandart.org/art/2015.241,{},"[{'id': 601, 'description': 'Danny Lyon (American, 1942-)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': ""Danny Lyon American, 1942- Danny Lyon (born in Brooklyn) came to attention in the 1960s as a social documentary photographer whose sympathies with his subjects often grew from personal involvement in their causes. While studying history at the University of Chicago (B.A., 1963), he joined the Student Non-Violent Coordinating Committee and served as the group's photographer. Since 1967 he has been an associate for the magnum photo agency and made extensive photo essays in the late 1960s-70s on the civil rights movement (The Movement, 1964), the Chicago Outlaws Motorcycle Club, of which he was a member (The Bikeriders, 1968), the demolition of historic 19th-century buildings in New York City (The Destruction of Lower Manhattan, 1969), and Texas prisons (Conversations with the Dead, 1971). For that series, Lyon included with his black-and-white photographs excerpts from handwritten letters, drawings, police reports, and telegrams. In 1977 the U.S. Justice Department used his images in a landmark legal case (Ruiz vs. Estelle) to improve conditions in prisons throughout Texas. Since the 1980s, Lyon has traveled to Colombia to photograph street children and prostitutes (The Paper Negative, 1980) and to Haiti to cover the events leading up to the collapse of the Duvalier regime in 1986. His own family has also become a continued subject of his work. Parallel to his photography, Lyon has made numerous films that are shown regularly in universities across the United States: Social Sciences 127 (1969), Llanito (1971), El Mojado (1973), Los Niños Abandonados (1975), Dear Mark (1975-80), Little Boy (1977), Willie (1986-87), and Media Man (c. 1993). He has published his own works since 1988 under the imprint Bleak Beauty Books, in collaboration with his wife, Nancy Lyon, and Michael Hausman. Lyon has also taught nonfiction film at the State University of New York at Buffalo (1986) and at Columbia University (1987-90). Among his honors are fellowships from the John Simon Guggenheim Memorial Foundation (1969, 1979) and the Rockefeller Foundation (1990). He has had one-person exhibitions at the Art Institute of Chicago (1966, 1969), the Newport Harbor Art Museum in California (1973), and the Philadelphia Museum of Art (1982). In 1991 a retrospective, Danny Lyon Photo Film, with accompanying catalogue, traveled internationally. Lyon lives in Clintondale, New York. A.W."", 'name_in_original_language': None, 'birth_year': '1942', 'death_year': None}]"
